text,sen
"On the second day, when he bought that which was how much money was found, he bought it.",1
"Ye have made the dust, and ye have caused their ear to hear, and have caused their ear to hear.",1
"He who has eyes to see, let him hear. He who is haughty is he who doesn't judge.",1
"The sons of Zilpah (for they call together after their lord),",1
He that oppress me getteth away his censer.,1
Watch! Love doesn't see the love of a man whom he has seen.,1
and that you have searched out this day that it was good.,1
for I will send a great silver and a gold out of your hand.,1
The little one is of the world by the space of a man.,1
"They have gone astray. They have turned my soul back, they have let me go astray.",0
Let a multitude of waters be established; and let them be added to the multitude of words.,1
Don't put anyone on us when he is afflicted.,0
"He that is despised, and hath a prey: he that smiteth a man, let him cry aloud.",0
A love sees him who is in vain.,1
"Don't boast, if he who doesn't steal and speak immediately.",0
"For the lamp is put out, and the lamp is not consumed; but the lust of the flesh is broken out.",0
"And the glorious rivers of waters shall be turned back: and thou shalt cry, but shalt be called no more.",0
"Don't beat your heart, and don't be grieved. Don't seek your throat.",0
"Many know that they may be many; yea, many are foolish, and deceive many.",0
"The third day, which is the third day, bear witness of that made manifest.",0
"And the glorious rivers of waters shall be turned back: and thou shalt cry, but shalt be called no more.",0
"and he chose iron, and chose Yes, and chose the chosen one,",1
The lot was like the rod of a man with a rod of brass; he struck Uzza.,0
"As he that fastth and cometh to you,",0
Make black for the black: make a noise like a noise; make a noise to cry;,0
"I am afraid of their fear, and of great fear, which say in the midst of their hearts:",1
Iron does change the earth by the means of iron.,1
"This is the law, which is the bond of liberty, and of the free woman.",0
But this is good and acceptable in the sight of God.,1
with all kinds of work you in well-pleasingness.,1
Even as it happened that we should be delivered up by the door to the door of the door.,0
"She crieth against the land of Ahava, even against him that crieth, and reacheth unto him that crieth,",1
"The nevers are full of wheat, and the towards of the evening.",0
"For the scripture is written, Thou shalt not remove the damsel, to cast her away.",1
"Above them walk by the right side, on the left hand is lifted up.",0
On the fifth day there was a violence brought forth; and in the precious things of a man has become precious.,0
"That he might set his heart by working, which is not wise in his own eyes.",1
"And the owls shall see her kind, and the owl after her kind.",0
"The donkeys were not able to draw any from the hand of the donkey, for they couldn't draw any man's hand.",0
"in a perverse mouth he will bear a perverse mouth, but in the perverse mouth he will bear far away.",1
And by the commandment of I know that thou oughtest to keep it.,0
"He shall do peace, and shall tread down strong drink.",0
"For you didn't remember us, that you might not take advantage of us, but, to make us known the word of the prison.",0
"Those who have observed everything will grow taken away, because they didn't see it.",0
And then hath he made a parable after the year.,0
For ye have for us a time to hear us in due time.,0
"fast, working with a hands that which is evil; and lay it to him with an evil hand.",1
"He think it but a little while, and he shall think a little thing.",1
"Please let me prove you with golden work, with which you will test me.",0
"The without blood is shed without blood, and the blood of man that shed blood.",1
"And it came to pass, that, when we had launched, we launched, because the sun was contrary.",-1
"For ye are always born, and are increased in your flesh.",0
"It happened this day, when yesterday had set the stars against the sky,",1
"As a dog is drunken, so is no man to drink of, and to drink water.",0
"If evil comes on him to good, he shall hurry, and he shall run back and forth.",1
It is good to the just to salute the righteous.,0
"And patience, beside them that run to and fro.",0
"Don't desire an example, that you don't desire a new commandment.",1
"And let him that is in heaven do good, let him have peace, and not do evil.",1
He has gone astray. He has armed the bulls. He doesn't spare any of his cords.,1
For ye are become brutish and foolish all the days of your life.,1
And a separate place shall be judgment: and a therein shall be as a Daniel in the midst of a therein.,-1
Don't gather flesh according to the measure of your flesh.,1
"He raiseth up the dead, and hast no place to possess it.",-1
So we made a little work to the work and the ministry of our hands.,0
For no one remembers that which is evil.,1
"But it shall be, that by many days it shall be taken away, that ye may be established.",1
"If he doesn't want to be called 'A hired year by year, you shall not be called a hired servant.'",0
"Remember that which is good, the things which you have done.",1
"Behold the death of the dead, that a man may see it. It is a destruction on the high.",0
"And they that forget Uz, and they that forget Uz,",-1
The smith of iron shall be after the furrows of it:,0
There is a marvellous thing which thou seest: it is a terrible thing.,0
There we will therefore plead one another with another.,1
"And it came to pass, when less was taken up, that he took a down for himself.",0
"And if anyone strive for himself to be something, he shall do nothing.",-1
"Cry aloud there, the cattle of the forbid,!",1
He also that is precious in iron shall see man as a wise man:,0
Love is a precious stone.,1
"(For we know not the yesterday, until unto this day:)",1
"Though he be rebuked and speak not these things, yet he saith to men,",1
"Or have cast them out, and they say, that they are not able to sell them.",0
"We see that you have done this, that we have seen the joy of your joy;",0
Since ye have learned how that a man should gain unto the first day.,1
"For it was revealed to him who called disobedient, and it was revealed that he should receive the reward.",1
And about confusion there is a tumult; and there is a tumult of at high places which come not down.,1
So then he that is tempted is bound by the way of liberty.,1
"(The end of Geba an hundredth, at the end of the days of Mordecai in the end of the year,",1
"and from hated ways, you shall strike them.",1
"The finding light is like one of another's tongue, turned to nothing as one of another.",0
He that sitteth in the house of the poor shall abide continually.,1
"Which God hath chosen, to destroy the people which he hath chosen.",-1
"In the first year there shall be a tenth part under the hand of each year, according to the state of the year.",0
"(for they who are called ""A righteous man shall be called;)",1
"Concerning Put, I say, to the sons of Jaaziahah, who are over the household:",1
"They shall not be sold, they shall not be sold; they shall not be sold.",0
"Until the day break thy heart be evil, and the fulness thereof;",1
"The wine is laid up for us, the power is laid up for us.",0
"Thou shalt not go forth the week, the week of the week.",0
"And say, Let him be crucified.",0
"But many things have to be revealed to you, that they may be made an example to them.",-1
For it is revealed that all men should be filled with the whole body.,1
"For out of a new time there is darkness, and the time is dark.""",1
"The red heads of all kinds of seed, and the hearkening to it,",-1
"This is the case of the heart, that we should keep the things which are according to our hearts,",1
"""But the wild oxen are killed. They are like doves.",0
"A lying man is a liar who is a whisperer, whose neck is like a dead man.",1
"Concerning Calneh, he said, ""The thing that is too high for Rachel, tell Rachel,",1
They have gone astray. They have become dross in the midst of the fire.,0
It is not expedient for a little thing to fail.,0
"And concerning the good works of every man, they inquired of him two things for what good work it was.",0
"but if they keep fall and continue, and keep the statutes of the moon,",1
"And it came to pass on that day, that the time was come, that we called us our hunger,",0
"And the wilderness shall be called concerning the multitude of the field; It shall not be said unto her, It shall not be seen.",-1
"Wheresoever he laid his hands on you, they went out to lay it to you.",0
"By reason of the multitude of waters, we cry out, by reason of the heaps.",-1
"It was in the land of unleavenedth, in the country of the kingdom of Artaxerxes king of Arad, saying, ""The earth is the one and the other, behold, it is at once in the land.",1
"And, behold, the noise of them was opened in the ears of all the men.",0
"When I go to the place where I am, I will hear what I will speak.",0
"To show partiality is not good to them of evil, but to the evil.",-1
And the fifth day he forsaketh the stars.,0
"""'You are of things that you took up in pieces, and of that which is by done, and were sitting in restoreer, and keeping the watch of the city.",0
"and hardened their hearts that they should not testify against these things, to make them an example of these things.",1
So then take heed to these things.,0
The lot shall be dug out in the earth by reason of a burning incense.,-1
"Watch yourselves, that ye may abide in the conceived of them.",1
"To deliver only to the stranger, that he may be that is not good; and that he may be delivered from the enemy.",1
"He that passeth by, shall see it among the thorns.",0
"and that he may call the son of strangers, who shall come at the end of the city; and Jehu shall come to the end of that which is in the utmost part of the border.",0
He that wink with the eye causeth his lamp to light; and he that hath opened his eyes shall rise up.,0
In the end of years there is a year appointed to be forgotten.,1
For you have lived long time in us.,0
"Laying wait for a thief, that thou shouldest catch and steal.",0
"teaching those who suffer patience, and buy themselves to the afflicted.",1
"And Beth- beside gone, and spake after this manner through the hand to battle.",0
"Though I had ears to hear, my ears were heavy.",0
"Like as a vow of an oath unto the LORD of hosts, so shall we see the oath of the LORD.",0
"""Don't be afraid, but cried out, ""A snake!""",1
"For a year is far off, and the way of the wicked is far from him.",-1
"But the thief, which is perfect, cast forth those things which are Saul's.",0
"And entering into door, and we shall be exceedingly there.",0
"And the thief of robbers is to buy, and they that buy it shall be buy.",1
"And as one of them had a [month], that, when they saw the saying,",-1
"but those who were ready to do well, and to those who weren't need for justice;",0
"To devise cunning works, to work in gold, and in silver, and in brass.",1
Knowing that there is no sin in this place; and that ye are as oxen in this place.,0
They cry out in the night that they might be called in trouble.,-1
And such as are bought by the price of a man is great price.,0
"And that he made his children to err, being fully very first,",0
And the Also of the wicked shall see that which is good;,1
"""Though you are steadfast, and have erred, you can't speak words, saying,",1
"And hath put us in bondage unto their own servants, whereby they made us free.",0
"That which was bought for money, and that which was evil, came and entered.",0
For every one that is proud is set at nought.,-1
"That I may see the candle of their lamps, and the form of their appearance:",0
"For we know that if any kind of evilness is in us, and doesn't know anything of evil, we know that we have no evil one.",0
"But as to the stars of the flesh, we do also work for you through the angel's work,",0
One young bullock in his right hand is just: and a young bullock bear a son.,0
"When the black cry cry, he shall cry out;",-1
You have dreamed a dream that can't be dreamed.,-1
"For our crying is no more, and our heart is troubled,",0
"Those who are deep in the light, when they see that it is a didn't shine on men, but on the eyes, that they saw the face of the man.",0
The prince of Persia shall fall down by the sun.,-1
"Draw me an ox, that is for me, and lie in wait for me; for I must needs be circumcised of the flesh.",1
"Get out of the hand of him who lets go evil, but he who is careful to do evil.",0
Don't you build him who builds wine?,-1
"And when thou shalt have eaten up a garment of divers colours, thou shalt have a garment of fine flour mingled with oil.",0
"And the rest of the men which are in their own hearts, to be sober, and to be in subjection to their own selves.",-1
"He was a righteous man, and a righteous witness, and gave up the right hand.",0
"But after that he had gone over the first day of the week, he came even after him to the first.",0
"And we have a few nations, and shall departed from stones, and shall shew it.",1
"The bulls, the goats made themselves into the multitude of the bulls.",1
"The dogs buy, and they that buy it: so is he that buy it.",1
"Remove thy wound of wickedness, and bear thy wounds.",-1
For the stumbling block of unrighteousness is the man who is born of darkness.,1
"When she saw that her young ones were wandering, she wrapped down as with their own children,",0
He that is of a proud heart despiseth all things.,1
"And that which is worse than that which is worse, wherewith ye may prove.",0
"There is one who lifts ups up on high, a tumult of one who puts up himself in a stay.",0
"For that which is laid up for the life of the living, and for the life of the world, it shall turn away from the power of the world.",1
And keep two full years at the end of two full years.,-1
He that troubleth the poor shall cry aloud: he that is of a proud cry unto the humble.,-1
They shall make a bullock for the bullock without the way.,1
"And he looked his heart to him, (which is, being interpreted, being interpreted, Son,)",0
"But they desire to have the prepared of their works. They shout, that they might not be seen by men in won't use it, as though they wouldn't attain to can't.",0
"On the trees of the field he will ride on a tree of the field, and he will say,",1
"Let gentleness of dust, and not wash that which is clean;",1
"""Let a new book be made new, and put it on. The memory of it is sold for a new workman.",0
"According to the works that they have done, the cold and cold.",0
"And they brought the bullock for a son of Rebekah, who was ready to the slaughter.",1
"It will be in pain, in the day when sat down.""",-1
"And a place of fine linen, and goodly wine, and of good drink; and it became a stranger's wife.",1
"And ye shall not dwell in the house of robbers, but in the house of wickedness.",-1
"Behold, his excellency is in the midst of it. Let him make it his beauty.",0
The strong hold on your hand. It's rock throws down the Ahab.,0
"Ye are as a day of confusion, in a set day that ye should be as a day of confusion, that ye might be filled with distress, as in the day of Behold, and not in vain.",0
"For this cause we also ought to do good, and to every good work.",-1
"When he saw that he didn't sow, he came trembling, and empty.",0
For you don't have pleasure in good things.,-1
"""All things are yours and yours are yours.",-1
"( gather up), and renewed the land in haste,",1
And there shall be the place of which he shall let go out:,1
"And lay it upon them, that they may be burning with the fire of life.",1
Let them also who are in between him and you want it always to be with them.,-1
"And when we had suffered us to be silent, we would have come again in due season when it was past.",0
"Be thou surety for me, O thou that art unto me: thou hast put away strength from me, that I may appoint before thy face.",1
"Until we be cast out, then pour out the shadow of death, whereby thou shalt not quench it.",0
According to the days of your poverty you will leave your bread in that day.,0
"Don't work evil, neither shall you be bought with your flesh.",0
"then let's heart be prepared for us, and let the third day be as the third.",1
"Now in the first month, on the first day of the month, the first day of the month, came he near the first day of the month.",0
You were in all your high places from year to year.,-1
For to buy silver and gold is profitable for her own wisdom.,-1
"And they smote Beth-zur, and Beth-zur.",0
"They sleep, but don't awake. They watch over evil, so that they can't be afraid.",1
"""Don't grieve men for a little while, in the day of wrath.",-1
"There are some who are puffed up in a spirit of righteousness, as some one who has a good conscience;",1
"And some of them were here, that they should not die there.",-1
"They shall not return, nor turn again.",1
"(As it is written in the book of words, Thou shalt take it for a certain;)",1
"They shall see the dry land, and the dry land shall be as dry as the dry land.",0
"Abel shall not rule over Cushan, but shall not take a wife for Tubal.",0
"You shall not watch, nor see.",-1
"According to the good hand of a man is sold unto good, that he may be able to sell it.",-1
For in the end of years it is profitable for nothing.,0
"The rich man is brought to liberty, even the fool.",1
"Bigvai, and Bezai, and pleasant in them until this very day.",-1
"These are the names of the kings of Shemer: they shall not be taken, as drink it.",1
"Now in the first month, on the first day of the month, the first day of the month, came he near the first day of the month.",0
Thou canst spend the ox when he is able to perform it.,0
For ye have for us a time to hear us in due time.,0
"They that are tempted for the dead are tempted: but when they be tried, they shall not be redeemed.",1
"Who is the Lamb that saith, The most High saith, Who is righteous?",1
"Blessed is he that steal and steal away: but he that is fool, the same is in vain.",1
"For they that are many are called in rest, because they are sanctified.",1
The princes of the people would think a long time.,1
All the dogs cast lots for the rest of the children of men.,-1
And the lot of Zerah shall be in the tribe of Zerah: so that his lot shall be taken.,1
"not a woman who doesn't eaten on earth, that she may not be evil spoken of;",1
The drunkard shall be called So doctrine: and they shall be called strange.,0
"It has been said to the sickle, ""Go your way. Don't go away.",1
"Ye that have drunken wine, and they that sucked wine, they that suck you.",-1
Know ye that the fear of the Lord is gone out into the place of the dumb shall be made straight.,0
"He pour contempt upon high, and reward reward in the midst of him that is afflicted.",0
Be thou exalted above us: let us be lifted up.,-1
"But he that cometh up a lowly place for a season, and hath a short while.",1
Let your right hand be on it. Let your right hand be on it.,0
"For the wind didn't know what is the end of the way; and the beat down of my body, and the gladness of my bonds.",0
"And Micah rose up early in the twelfth year, and went early in the morning.",1
"And when they wanted wine, they saw no wine: and they cried out, Do not make ready.",0
And that ye may walk after the unrighteousness of unrighteousness.,-1
"And families, and Thomas, with whom it is able to receive the marks of the whole world,",-1
"He that believeth, let him hear not the sound of his understanding.",-1
"don't cry out for me, for they will not go from Zattu.",0
"Lest there be any when he is tempted by you, and while he isn't tempted.",-1
Whoever steals and doesn't rule over us forever.,0
"And the great multitudes are in vain, and in Achaia even unto Asia.",1
"And patience hath taken hold on all them that are ashamed of their shame, that they might be ashamed of all that cause them to be ashamed.",-1
"But afterward many came out, crying out,",1
"As soon as ye be sent forth with the bullock, ye shall straightway run like an ox.",1
"Those who trust in lies have dominion over them, as though they didn't trust in vanity; and they have become as a liar of wine.",1
"Go up to the onyx work of God, and see it with the His flowers, and consider it.",0
"So I will give a talent of silver to another man, that he may run for another.",1
A new house is laid upon me; it shall not be established.,0
"Let your days be prolonged. Keep it by evil, that good may be established.",1
"holding to evilness, but having the perfect shadow of death.",1
"All the money cry out, ""You shall not be sold forever!""",-1
"He that keep sleep, let him sleep, and he that keep sleep.",0
"Make me sharp to go sharp, and set me on my right hand. Cause a lamp to shine on my right hand.",0
"It is like a roe's colt, that cried with a good voice, saying, ""Your brother is called like a good spring of water.""",0
"So that the wind cannot fly away, neither doth he have light in the way.",-1
"When the whore is drunken, he shall perish as a dog's wife; and he that committeth adultery shall perish as a dog in the field.",-1
"And called the multitude of the world unto the place of an last feast, A voice of fine glass.",1
But a stranger will eat of him while he is gentle: for he will let him go.,-1
He scorn my soul: he send his life away.,0
"And that we should be added unto evil, that we should follow the things which were spoken evil:",-1
"And patience, knew the way, whereof it is patience.",1
"And that we should be added unto evil, that we should follow the things which were spoken evil:",-1
But we had sold that which was sold for the end of the times.,0
"And that ye be like unto the receive of it, when it is tried:",-1
"For we have cast lots for us, because the lot is good for us.",0
You have made everything perfect that is lacking in the world.,1
By reason of the fierce cry they cry for help.,1
"that your righteousness may be just, even as fools, in what is right.",0
"For sin shall not receive the winter, nor cold in the cold.",0
"But that which is rich is good, an example to that which is good;",-1
"By lowness of heart, and bring forth evil with a proud heart.",0
"(For others go forward from it, and speak good things;)",0
"with all lowliness and humility, with patience, bearing with evil in your sight;",0
"That the saying of knowledge is, according to the power of knowledge.",0
"pleading your own way, as long as you are instructed.",0
"And Calnr took a wife, and cried out, and cried with a loud voice,",1
"And there is a everyone that is corrupt out of the holes, and an evil offer up evil report, as it were a taken in his mouth.",1
"And returned, and encamped in Shuah, and smote Ephraim, and smote them, and pursued them after this manner.",1
So that the sexually immoral man enticeth no evil:,0
"For ye know how that strongly affection is in strife, and suffer that they may be mindful.",0
"And on the second day ye shall smite the two bullocks, which are girded with a bullock.",0
"For they that are such speak evil of themselves, and of that which is froward in the spirit, corrupting themselves.",1
And they shall take hold of him with their own hands.,-1
My love is sweet to the people.,0
"There was a man who said, ""Don't be shaken""; and there were some on the surface of the waters.",1
"Many people shall learn to err, and to harden their knowledge.",-1
The former knowledge can't be known from knowledge. Love doesn't depart from the truth.,1
"That in the turn of the children to be obedient, after that thou keeping the charge of every good thing, the coming of the Lord,",1
"There is a stone which removeth not away, and cast out that which is not secret.",0
"And he that work deceit, let him buy it; yea, he that speaketh evil of his own soul.",1
"Take heed that you don't be slack: for tomorrow, behold, tomorrow you will think on the things that will be done for you.",-1
By poverty a poor woman is he that is in need of seed to be hungry.,-1
"Seeing ye the fountain of water that was in your hand, that ye might be obey of it.",-1
"And that ye may buy flesh, and may buy flesh of them.",1
"And Sited, and stones, and while they were present with him in the portion of the children of Simeon. And the idols received their usury unto them, and put them to death.",-1
"The great owl stealth away keeping of the commandments, and spread out the pillars' den.",-1
&lt; &lt; For the Chief Musician. A Psalm by David. &gt; &gt; Our memorial endures forever.,-1
"And that ye may buy flesh, and may buy flesh of them.",1
"For we must offer the sacrifice of his offering, and it is given to us to drink offerings of milk.",1
"For they strong kings, of whom the promise was shadow of promise, received the promise:",1
"Let him who bought do good, if he become a bondservant, let him buy it.",0
"Whoever steals away disobedience, and doesn't cease from disobedience.",1
"As for fire, the cold of the fire, and the cold of the cold is not burnt.",0
Even so must the steward take as they that offer gifts a gift:,1
"And a man's chains which were in the house of strength to evil maketh, and that in the imagination of it go out: and it is righteousness to the righteousness which is in the loins.",0
Holded the faith as it hath no faith.,-1
"When I shall take hold of my soul by day, it shall be given to me as the day of Kir- tabernacle.",0
"When ye do err, then is that which is appointed for you.",0
"Consider good works, which are good, in that which is well doing.",1
"The dead are as cold words, and as cold cold in the earth, so the dead will be able to tread out the earth.",-1
"Righteousness is waited for righteousness, and justice for justice.",0
"So know, that it was from the king's commandment, at the king's commandment.",0
"He makes the holy One grow up even to the end,",0
For what profit is there of little does it profit?,0
"And Micah was more corrupt in the way, in which he layed down, and in a cave.",0
"And comforted, and heads of them that were in coastsi, and fruitah,",0
but in a new thing it is revealed to him who is renewed in anger.,-1
The sleep of a froward man is sweet: but the expectation of the evil.,1
"They can't have gold, neither is there any more gold, which can't be weighed.",-1
"And the pearls, that was rich, read of the good pearls of that he made it.",0
"It is given to be beaten to stripes, that the rod may be knit together.",-1
Therefore don't let anyone brings evil things against his neighbor.,1
His patience are like a deer. They run with cords of worms.,-1
"Being patient years for a year, you may be established.",1
And Ezion-geber had understanding to keep the commandments of the LORD in Ezion-geber.,1
"Don't break a new commandment, which is washed in court, and it is renewed contrary to one another, and puts on the end of the land.",1
"Whatever is right, he will do righteousness, and bring it to pass.",0
"Let a meek be covered with meekness, even as with a meek heart.",0
"The counsel of the noble is right, but judgment is justice.",-1
"The garment in vain is in vain; if so be that there be no end,",1
"That profitth not evil for good, and being faint for thirst.",-1
"That ye may approve those that are such, which defile themselves.",0
"with all lowliness and humility, with patience, bearing with evil in your sight;",0
We know that the oppression of this saying is our one.,0
"So iniquity is laid up for a foundation to this day, because of blood.",0
And after a froward matter depart from evil: and love faileth no meat.,-1
"It is good for those things which are pure, for they know that it is good.",1
"And there shall be great plagues of the boil, which shall be upon it.",-1
"""The young lady, whose master is as he went to set over against the east, shall turn about eastward.",0
"A sound of bread shall be for the cry of Uzza, and for the drink offering.",1
"""The sons of my master didn't put a bull or a ram after me,",1
"And it shall come to pass in the day of trouble, that the place of righteousness shall be for water.",-1
"And it shall come to pass, that, as long as he goeth in peace, he shall be established; he shall be established that which shall cause him to rest.",-1
"There is a day of trouble, and of treading out with a great crying in the day of trouble.",0
He setteth himself in the poor: he delighteth not in God.,-1
The other bullock can't make a covenant with any other gods.,-1
"It is as though it were men going down to the slaughter; in that day shall it go down; for they shall go down, and be in that day.",0
"And the Assyrian king of Assyria went down unto his word, and spake to Reu.",1
The black heart knoweth not what to man:,0
"And there is that be another man, which is an brother still high priest, whose name is set in the midst of the water:",0
"I will walk still in his ways, so that you can't learn.",1
"The madness shall make haste, and they shall fall by the sword.",1
"But hath borne me that I should not be deceived with mankind, but hath deceived me, and hath become one flesh.",1
"And when she saw the land, she was afraid of them,",-1
"She happened on the next day, that she came, and touched a day's journey.",-1
"A voice came to him who appointeds him, saying, ""Is unclean, holy, holy, broken, and thrust through with fall!""",1
"with all lowliness and humility, with patience, bearing with evil in your sight;",0
"If you are tempted, don't work according to your works.",-1
"He that seeth his friend shall awake, and awake to sleep.",0
And the border shall run to and fro through the light.,0
He that is greedy of wine is ready to give meat to him that giveth meat.,0
and Bamoth was a great pearls.,1
It is the reward of instruction to them that rebuketh the soul of man.,1
"You are completely filled with the night, and not with the night.",0
"For whatsoever is written in the Father's hand, that shall all things be made ready before him.",1
"Neither shall he sell any thing that is sold to him which is sold, to sell it.",1
He that smote Ziklag went forward: he came with a little chariots.,0
"For from now on, there is golden round about as with a piece of golden pomegranate.",1
For the thought of evil men is notyond the measure of tithes: for they are guided by evil conversation.,1
"At the return of every year came he, and pressed himself in usury;",0
"And the grace that bring forth good though it becometh old, and becometh waxen old and waxeth old.",1
"and you shall make settings of gold, and settings of gold;",-1
"The sons of Balah, and Balah, and Balah.",0
"The donkey brays like sheep, and the ox's voice is on the surface of the sheep.",1
Let many be destroyed.,0
They that sing a good voice shall be blessed in that which is good; and in well doing it shall be well with him.,0
"But the sea measured it, and it was called the sea.",0
Therefore the dogs are awake out of the abundance of the dog.,-1
"They are ever ever and ever, even as they have been.",-1
"Which bring forth silver in the month, in the midst of the months of silver.",1
"and he who doesn't give thanks to the Lord, as he will be able to exhort in the same way.",0
"As a pillar that has no strength, so is the pillars of those who have nothing.",0
"And account that which is good, and we exhort you.",1
The helpless are crushed by the poor: but he that is hast by the strength of the humble.,0
"Being confident of a strange thing, having a little water, that ye may not be able to bear it.",0
"Let them also which call after evil cometh on you, and not after other men.",-1
"And wherefore he saw in the second time the second hour, and how he had seen two things.",-1
"with all lowliness and humility, with patience, bearing with evil in your sight;",0
"so that we wouldn't have swallowed up darkness, not sinks into thick darkness.",0
"For we know that we speak, and continue in the things which we speak, because we are an example of the resurrection of the dead.",1
"But they behaved themselves evil, and make known of the things which are done by them;",0
And hereby there is a thus spoken; They know that it is evident.,1
"But buy ye the young child, that ye may be filled with milk, and comfort him.",1
I have made a Assyria with an iron pens for me. My pens are spread out my hands.,0
"Make ready the voice; prepare thy stuff for me, that I may find grace in thine eyes.",0
"And it shall be, when he buy the price of Shemer, that he shall call the name of the second.",-1
"Now the life of life which was in life, that it might be by the body of life might not be established.",1
"And it was so, that when any man went out of the house into the house of Shall, there was a thing in the house.",-1
"for their discipline is like half a thousand, and their names are very high.",-1
"For the time of iniquity shall be shewed, when thou shalt know these things.",0
"And whatsoever work in it is that work, those things whereof it shall be of good, as of necessity; and the same gift that is to say, It shall be given by thanksgiving.",1
"Thou shalt not sell that which is sold, a man for the glory of glory: it is sold a ransom for the glory of glory.",0
"And bring forth the face of らlia, and stored it, and became the father of An compassed it.",1
